model_id,origin_iso3,origin_country,actual_students_latest,actual_period,actual_source_key,actual_source_url_or_file,actual_retrieved_at,actual_raw_value,actual_unit,actual_observation_status,actual_sha256_or_etag,actual_trace_id,model_based_attraction_capacity,demographic_continuity_baseline,representation_gap,potential_students,potential_year,capacity_parameter_interval_low,capacity_parameter_interval_median,capacity_parameter_interval_high,parameter_interval_low,parameter_interval_high,prediction_interval_low,prediction_interval_high,representation_gap_parameter_low,representation_gap_parameter_median,representation_gap_parameter_high,probability_positive_representation_gap,parameter_draw_count,prediction_interval_semantics,gap_abs,gap_ratio,rank_unrealized_potential,coverage_status,excluded_from_rank,exclusion_reason,source_key,source_title,source_url_or_file,source_period,retrieved_at,raw_value,unit,observation_status,sha256_or_etag,transform_script,notes,gap_parameter_q025,gap_parameter_q50,gap_parameter_q975,rank_parameter_q05,rank_parameter_q50,rank_parameter_q95,probability_top10_unrealized_potential,probability_top20_unrealized_potential,gap_uncertainty_class,rank_robust_unrealized_potential
ppml_russia_inbound_structural_allocation_v3,BLR,Belarus,9369.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,9369,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,ed58338924b5b330,40657.59366868813,10212.394760051584,30445.19890863655,40657.59366868813,2026,17185.938792443278,38120.11214498579,72593.4111459448,17185.938792443278,72593.4111459448,17185.938792443278,72593.4111459448,6973.544032391695,27907.71738493421,62381.01638589323,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,30445.19890863655,3.981200749086864,1.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 9369.0, ""demographic_continuity_baseline"": 10212.394760051584, ""model_based_attraction_capacity"": 40657.59366868813, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 30445.19890863655, ""representation_gap_parameter_high"": 62381.01638589323, ""representation_gap_parameter_low"": 6973.544032391695}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,6973.544032391695,27907.71738493421,62381.01638589323,1.0,1.0,4.0,1.0,1.0,stable_positive,1.0
ppml_russia_inbound_structural_allocation_v3,TKM,Turkmenistan,35170.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,35170,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,35dc4fd1170612ee,53201.18925250277,32302.09151105516,20899.09774144761,53201.18925250277,2026,28076.481494704887,50591.30288447373,77250.71982542166,28076.481494704887,77250.71982542166,28076.481494704887,77250.71982542166,-4225.610016350272,18289.21137341857,44948.6283143665,0.9066666666666666,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,20899.09774144761,1.6469889955668984,2.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 35170.0, ""demographic_continuity_baseline"": 32302.09151105516, ""model_based_attraction_capacity"": 53201.18925250277, ""probability_positive_representation_gap"": 0.9066666666666666, ""representation_gap"": 20899.09774144761, ""representation_gap_parameter_high"": 44948.6283143665, ""representation_gap_parameter_low"": -4225.610016350272}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,-4225.610016350272,18289.21137341857,44948.6283143665,1.0,2.0,6.0,0.8933333333333333,0.9,stable_positive,57.0
ppml_russia_inbound_structural_allocation_v3,AZE,Azerbaijan,5965.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,5965,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,2c42939624a5a0fc,22566.206974708322,7449.6470089620825,15116.55996574624,22566.206974708322,2026,15601.752228995972,21036.985934894332,25660.861337808434,15601.752228995972,25660.861337808434,15601.752228995972,25660.861337808434,8152.10522003389,13587.33892593225,18211.214328846352,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,15116.55996574624,3.0291645963306313,3.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 5965.0, ""demographic_continuity_baseline"": 7449.6470089620825, ""model_based_attraction_capacity"": 22566.206974708322, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 15116.55996574624, ""representation_gap_parameter_high"": 18211.214328846352, ""representation_gap_parameter_low"": 8152.10522003389}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,8152.10522003389,13587.33892593225,18211.214328846352,2.0,3.0,4.0,1.0,1.0,stable_positive,2.0
ppml_russia_inbound_structural_allocation_v3,PAK,Pakistan,636.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,636,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,92bb667e6ab75b35,12249.822004136931,443.6083545366385,11806.213649600293,12249.822004136931,2026,3978.1448054945363,11468.14068817603,28792.63750525501,3978.1448054945363,28792.63750525501,3978.1448054945363,28792.63750525501,3534.5364509578976,11024.532333639392,28349.029150718372,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,11806.213649600293,27.61404711805353,4.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 636.0, ""demographic_continuity_baseline"": 443.6083545366385, ""model_based_attraction_capacity"": 12249.822004136931, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 11806.213649600293, ""representation_gap_parameter_high"": 28349.029150718372, ""representation_gap_parameter_low"": 3534.5364509578976}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,3534.5364509578976,11024.532333639392,28349.029150718372,1.0,4.0,5.0,1.0,1.0,stable_positive,3.0
ppml_russia_inbound_structural_allocation_v3,TUR,Türkiye,911.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,911,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,7c6ad2a3f6553879,7040.885969507942,769.0711175266194,6271.814851981322,7040.885969507942,2026,2811.394324401525,6557.207995755934,14125.585114802503,2811.394324401525,14125.585114802503,2811.394324401525,14125.585114802503,2042.3232068749053,5788.136878229314,13356.513997275884,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,6271.814851981322,9.155051865881882,5.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 911.0, ""demographic_continuity_baseline"": 769.0711175266194, ""model_based_attraction_capacity"": 7040.885969507942, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 6271.814851981322, ""representation_gap_parameter_high"": 13356.513997275884, ""representation_gap_parameter_low"": 2042.3232068749053}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,2042.3232068749053,5788.136878229314,13356.513997275884,2.0,5.0,7.0,0.995,0.9983333333333333,stable_positive,4.0
ppml_russia_inbound_structural_allocation_v3,SYR,Syrian Arab Republic,3672.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,3672,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,3be2ae3fd69723d1,6331.500059389364,3541.4882336328496,2790.011825756514,6331.500059389364,2026,2606.960755400356,6061.3173172193365,12334.793885762052,2606.960755400356,12334.793885762052,2606.960755400356,12334.793885762052,-934.5274782324938,2519.8290835864873,8793.305652129202,0.8966666666666666,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,2790.011825756514,1.7878077355334108,6.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 3672.0, ""demographic_continuity_baseline"": 3541.4882336328496, ""model_based_attraction_capacity"": 6331.500059389364, ""probability_positive_representation_gap"": 0.8966666666666666, ""representation_gap"": 2790.011825756514, ""representation_gap_parameter_high"": 8793.305652129202, ""representation_gap_parameter_low"": -934.5274782324938}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,-934.5274782324938,2519.8290835864873,8793.305652129202,5.0,6.0,18.149999999999977,0.7916666666666666,0.8566666666666667,likely_positive,60.0
ppml_russia_inbound_structural_allocation_v3,SRB,Serbia,360.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,360,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,15329a7017c4a968,2193.7618868849218,330.80651554820554,1862.9553713367163,2193.7618868849218,2026,1334.1212711769876,1999.8651040363588,2886.7698051924244,1334.1212711769876,2886.7698051924244,1334.1212711769876,2886.7698051924244,1003.314755628782,1669.0585884881532,2555.963289644219,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,1862.9553713367163,6.631555860529126,7.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 360.0, ""demographic_continuity_baseline"": 330.80651554820554, ""model_based_attraction_capacity"": 2193.7618868849218, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 1862.9553713367163, ""representation_gap_parameter_high"": 2555.963289644219, ""representation_gap_parameter_low"": 1003.314755628782}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,1003.314755628782,1669.0585884881532,2555.963289644219,6.0,7.0,10.0,0.9566666666666667,1.0,stable_positive,5.0
ppml_russia_inbound_structural_allocation_v3,NPL,Nepal,94.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,94,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,1978a915cf588c87,1174.2304663495102,98.6308523233276,1075.5996140261825,1174.2304663495102,2026,385.0480819325552,1096.931083999146,2863.528480549234,385.0480819325552,2863.528480549234,385.0480819325552,2863.528480549234,286.4172296092276,998.3002316758184,2764.8976282259064,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,1075.5996140261825,11.90530588238451,8.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 94.0, ""demographic_continuity_baseline"": 98.6308523233276, ""model_based_attraction_capacity"": 1174.2304663495102, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 1075.5996140261825, ""representation_gap_parameter_high"": 2764.8976282259064, ""representation_gap_parameter_low"": 286.4172296092276}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,286.4172296092276,998.3002316758184,2764.8976282259064,6.0,9.0,17.0,0.6616666666666666,0.99,stable_positive,6.0
ppml_russia_inbound_structural_allocation_v3,SAU,Saudi Arabia,162.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,162,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,a53f1c602e40a401,1177.466179032725,151.1532520928985,1026.3129269398264,1177.466179032725,2026,435.42625175435046,1100.8781330447218,2724.6458509939603,435.42625175435046,2724.6458509939603,435.42625175435046,2724.6458509939603,284.272999661452,949.7248809518235,2573.4925989010617,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,1026.3129269398264,7.789883199529552,9.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 162.0, ""demographic_continuity_baseline"": 151.1532520928985, ""model_based_attraction_capacity"": 1177.466179032725, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 1026.3129269398264, ""representation_gap_parameter_high"": 2573.4925989010617, ""representation_gap_parameter_low"": 284.272999661452}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,284.272999661452,949.7248809518235,2573.4925989010617,7.0,9.0,25.0,0.585,0.925,stable_positive,7.0
ppml_russia_inbound_structural_allocation_v3,PRK,"Korea, Democratic People's Republic of",136.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,136,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,a63a35862c06781e,1150.3121619755332,126.10561302702531,1024.2065489485078,1150.3121619755332,2026,125.33436133813679,1031.4821242302592,6101.85278537118,125.33436133813679,6101.85278537118,125.33436133813679,6101.85278537118,-0.7712516888885251,905.3765112032339,5975.747172344155,0.9733333333333334,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,1024.2065489485078,9.121815709575221,10.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 136.0, ""demographic_continuity_baseline"": 126.10561302702531, ""model_based_attraction_capacity"": 1150.3121619755332, ""probability_positive_representation_gap"": 0.9733333333333334, ""representation_gap"": 1024.2065489485078, ""representation_gap_parameter_high"": 5975.747172344155, ""representation_gap_parameter_low"": -0.7712516888885251}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,-0.7712516888885251,905.3765112032339,5975.747172344155,5.0,10.0,30.0,0.53,0.8183333333333334,stable_positive,49.0
ppml_russia_inbound_structural_allocation_v3,MLI,Mali,196.0,2023,unesco_uis_opri_202602,data/raw/uis_opri/OPRI_202602.zip::OPRI_DATA_NATIONAL.csv,2026-06-20T02:46:44+00:00,196,students,official_or_reference,7e35482e817d63b0cf638fb695f8a9fd2df9139ae830c0d13f2eba4706d50eca,398207022723d331,965.5455456755742,181.14760034592936,784.3979453296448,965.5455456755742,2026,449.9963019260438,906.745906815972,1583.8195098785457,449.9963019260438,1583.8195098785457,449.9963019260438,1583.8195098785457,268.8487015801145,725.5983064700426,1402.6719095326164,1.0,600,coefficient_parameter_uncertainty_only_on_constrained_structural_allocation_not_full_predictive_interval,784.3979453296448,5.3301591841775195,11.0,actual_2023_plus_structural_and_continuity_models,False,,ppml_russia_inbound_structural_allocation_v3,Structural under-representation gap relative to demographic continuity,data/model/gravity_model_report.json,actual=2023;capacity=2026,not_applicable_model_output,"{""actual_students_latest"": 196.0, ""demographic_continuity_baseline"": 181.14760034592936, ""model_based_attraction_capacity"": 965.5455456755742, ""probability_positive_representation_gap"": 1.0, ""representation_gap"": 784.3979453296448, ""representation_gap_parameter_high"": 1402.6719095326164, ""representation_gap_parameter_low"": 268.8487015801145}",students_capacity_equivalent,calculated_structural_gap,9e22c41768ecc2a32ea8f418f12944d813c97ce0ee267aea4c0da147fd77d4c6,mgimo_platform2.models.educational_migration_v3::build_structural_forecast_v3,gap_abs is structural capacity minus demographic continuity baseline under the same aggregate total; positive and negative gaps are reallocative and do not sum to additional national enrolment,268.8487015801145,725.5983064700426,1402.6719095326164,9.0,12.0,18.0,0.2966666666666667,0.98,stable_positive,8.0
